,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Kalana Greene,2,6,2,6,0,0,0,0,0,5,2,1,0,0,0,4,0.0,0.0
1,Tiffany Hayes,1,8,1,5,0,3,2,2,3,3,4,0,0,1,0,4,0.25,4.0
2,Tina Charles,5,13,5,13,0,0,6,7,2,5,3,0,2,1,2,16,0.46153846153846156,3.0
3,Caroline Doty,1,5,0,0,1,5,0,0,0,2,4,1,1,1,0,3,0.0,4.0
4,Maya Moore,9,15,4,8,5,7,2,2,2,4,3,3,0,0,2,25,0.13333333333333333,0.0
11,School Totals,26,66,15,40,11,26,11,13,11,29,22,7,6,9,10,74,0.16666666666666666,2.4444444444444446
