,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Temple ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Alliya Butts,37,12,19,.632,8,11,.727,4,8,.500,0,0,,0,2,2,1,2,0,1,0,28
1,Feyonda Fitzgerald,35,6,17,.353,6,14,.429,0,3,.000,4,4,1.000,1,4,5,6,0,0,3,2,16
2,Tanaya Atkinson,35,3,14,.214,3,11,.273,0,3,.000,2,5,.400,8,6,14,4,0,0,2,1,8
3,Ruth Sherrill,30,5,11,.455,5,11,.455,0,0,,0,0,,2,3,5,0,3,0,2,3,10
4,Safiya Martin,21,0,0,,0,0,,0,0,,2,2,1.000,0,6,6,0,1,0,1,2,2
6,Khadijah Berger,20,0,4,.000,0,2,.000,0,2,.000,0,0,,0,3,3,2,0,0,0,0,0
7,Shantay Taylor,12,2,4,.500,2,4,.500,0,0,,0,0,,1,0,1,0,0,0,0,2,4
8,Monasia Bolduc,7,1,2,.500,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,0,2
9,Shannen Atkinson,3,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
10,School Totals,200,29,71,.408,25,55,.455,4,16,.250,8,11,.727,12,24,36,13,6,0,9,11,70
