,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,South Dakota State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ashley Eide,35,5,14,.357,4,8,.500,1,6,.167,4,5,.800,0,1,1,2,3,0,1,3,15
1,Gabrielle Boever,26,4,9,.444,3,7,.429,1,2,.500,0,0,,2,2,4,2,1,0,6,4,9
2,Megan Waytashek,23,1,5,.200,1,3,.333,0,2,.000,6,6,1.000,0,2,2,0,1,0,2,3,8
3,Hannah Strop,20,0,1,.000,0,0,,0,1,.000,0,0,,1,2,3,0,1,0,0,0,0
4,Leah Dietel,19,1,3,.333,1,3,.333,0,0,,0,0,,0,4,4,2,1,1,0,3,2
6,Tara Heiser,18,2,4,.500,1,2,.500,1,2,.500,2,2,1.000,0,2,2,0,0,0,5,2,7
7,Katie Lingle,18,1,4,.250,1,4,.250,0,0,,1,2,.500,0,4,4,0,0,1,0,1,3
8,Mariah Clarin,17,3,9,.333,3,9,.333,0,0,,2,3,.667,1,2,3,0,2,0,1,3,8
9,Chloe Cornemann,16,0,2,.000,0,1,.000,0,1,.000,0,0,,0,1,1,0,1,0,0,2,0
10,Megan Stuart,4,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,Rachel Walters,3,0,0,,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
12,Jessica Hart,1,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
13,School Totals,200,17,52,.327,14,38,.368,3,14,.214,15,18,.833,4,21,25,6,10,2,15,21,53
