,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Louisville ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Mariya Moore,40,7,10,.700,2,5,.400,5,5,1.000,0,2,.000,5,4,9,4,0,0,2,3,19
1,AD Durr,38,8,22,.364,7,14,.500,1,8,.125,6,8,.750,0,6,6,1,4,0,1,2,23
2,Myisha Hines-Allen,37,5,15,.333,5,15,.333,0,0,,4,6,.667,1,12,13,5,0,1,0,3,14
3,Kylee Shook,26,3,8,.375,2,6,.333,1,2,.500,0,0,,1,4,5,1,0,0,0,2,7
4,Cortnee Walton,8,0,0,,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,2,0
6,Briahanna Jackson,17,3,6,.500,3,6,.500,0,0,,0,0,,0,3,3,3,1,0,3,2,6
7,Ciera Johnson,13,1,1,1.000,1,1,1.000,0,0,,0,0,,0,3,3,0,0,0,2,4,2
8,Sam Fuehring,7,2,3,.667,2,2,1.000,0,1,.000,0,0,,0,0,0,0,0,0,1,0,4
9,Sydney Zambrotta,6,0,0,,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,2,0
10,Jazmine Jones,5,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,Taylor Johnson,3,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,1,0
12,School Totals,200,29,66,.439,22,50,.440,7,16,.438,10,16,.625,7,33,40,16,6,1,10,21,75
