,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Louisville ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jaime Nared,40,.657,.583,.278,.389,8.9,18.4,13.3,0.0,1.3,0.0,19.2,30.7,111,102,
1,Mercedes Russell,40,.464,.444,.000,.667,4.4,28.9,15.7,18.8,0.0,4.0,14.7,16.1,95,98,
2,Jordan Reynolds,40,.167,.167,.167,.000,6.7,21.1,13.3,21.1,1.3,0.0,25.0,9.4,61,101,
3,Diamond DeShields,29,.424,.250,.250,1.000,6.1,3.6,5.0,8.7,1.8,5.5,5.5,29.7,98,99,
4,Alexa Middleton,26,.357,.357,.571,.000,0.0,8.1,3.7,27.3,2.0,0.0,12.5,14.5,79,103,
6,Meme Jackson,20,.216,.250,.833,.333,0.0,10.5,4.8,0.0,0.0,0.0,12.7,18.6,41,106,
7,Schaquilla Nunn,3,.000,.000,.000,.000,29.6,0.0,16.1,0.0,0.0,0.0,33.3,47.1,17,108,
8,Kortney Dunbar,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,109,
9,School Totals,200,.439,.375,.300,.450,26.7,81.6,51.8,55.0,5.3,8.0,15.1,100.0,85.3,100.0,
