,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Azzi Fudd,4,13,0,3,4,10,4,4,0,2,0,3,2,3,2,16,0.3076923076923077,0.0
1,Christyn Williams,3,9,2,5,1,4,5,6,2,1,0,1,1,1,2,12,0.5555555555555556,0.0
2,Paige Bueckers,4,9,4,7,0,2,1,3,0,1,2,1,1,2,2,9,0.1111111111111111,1.0
3,Olivia Nelson-Ododa,1,3,1,3,0,0,3,4,2,3,1,0,4,2,5,5,1.0,0.5
4,Aaliyah Edwards,1,3,1,3,0,0,2,2,2,2,1,1,0,1,5,4,0.6666666666666666,1.0
9,School Totals,14,48,8,30,6,18,18,23,7,17,8,7,10,10,21,52,0.375,0.8
