,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Florida State ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Chanel Mokango,38,.478,.474,.053,.211,12.8,15.0,13.7,12.0,0.0,10.8,8.8,28.6,110,111
1,Alexis Rack,36,.435,.393,.714,.143,2.7,11.9,6.4,29.6,1.7,0.0,21.2,25.0,98,115
2,Armelie Lumanu,36,.411,.364,.000,.455,21.7,27.8,24.2,29.6,3.4,0.0,23.3,22.8,101,106
3,Mary Kathryn Govero,34,.679,.679,.714,.000,8.6,12.6,10.2,18.8,0.0,0.0,12.5,22.5,134,118
4,Rima Kalonda,7,,,,,13.9,20.4,16.6,21.2,0.0,0.0,100.0,6.8,64,115
6,Diamber Johnson,28,.500,.500,.333,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,124,122
7,Tysheka Grimes,16,.625,.625,.500,.000,6.1,8.9,7.2,34.1,0.0,0.0,20.0,14.9,129,119
8,Bethany Washington,4,,,,,0.0,0.0,0.0,0.0,15.2,0.0,,0.0,,88
9,Ashley Jones,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,122
10,School Totals,200,.506,.492,.369,.169,46.3,67.9,55.1,77.8,6.1,10.3,16.6,100.0,107.6,112.1
