,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Iowa ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Samantha Logic,38,4,11,.364,4,9,.444,0,2,.000,4,9,.444,0,5,5,7,1,0,7,0,12
1,Ally Disterhoft,36,4,7,.571,3,6,.500,1,1,1.000,6,10,.600,1,3,4,2,2,0,2,0,15
2,Bethany Doolitte,34,8,16,.500,8,16,.500,0,0,,6,6,1.000,6,5,11,1,2,3,1,3,22
3,Whitney Jennings,34,4,9,.444,4,8,.500,0,1,.000,3,3,1.000,1,1,2,3,0,0,2,3,11
4,Melissa Dixon,31,3,5,.600,1,2,.500,2,3,.667,4,4,1.000,0,5,5,1,0,0,0,4,12
6,Kali Peschel,14,3,3,1.000,1,1,1.000,2,2,1.000,0,1,.000,2,3,5,0,0,0,1,3,8
7,Alexa Kastanek,8,1,2,.500,1,2,.500,0,0,,0,0,,0,4,4,2,1,0,0,1,2
8,Chase Coley,5,3,4,.750,3,4,.750,0,0,,0,0,,0,1,1,1,0,0,0,0,6
9,School Totals,200,30,57,.526,25,48,.521,5,9,.556,23,33,.697,10,27,37,17,6,3,13,14,88
