,Duke ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Leaonna Odom,8,9,8,9,0,0,7,8,3,3,1,1,1,6,2,23,0.7777777777777778,0.16666666666666666
1,Rebecca Greenwell,8,14,4,7,4,7,6,6,2,8,3,2,3,5,2,26,0.42857142857142855,0.6
2,Lexie Brown,4,8,4,7,0,1,3,3,1,3,9,5,0,1,0,11,0.375,9.0
3,Kendall Cooper,3,5,3,5,0,0,0,0,0,4,2,3,2,2,3,6,0.0,1.0
4,Kyra Lambert,2,3,2,3,0,0,0,0,0,0,2,0,0,0,2,4,0.0,0.0
9,School Totals,34,55,30,47,4,8,22,25,8,36,23,17,9,19,15,94,0.4,1.2105263157894737
