,Tennessee ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Angie Bjorklund,5,13,1,1,4,12,0,0,0,1,2,1,0,1,1,14,0.0,2.0
1,Alyssia Brewer,4,10,4,10,0,0,0,0,2,7,1,1,1,1,2,8,0.0,1.0
2,Kelley Cain,9,11,9,11,0,0,0,3,8,4,0,0,2,4,3,18,0.0,0.0
3,Shekinna Stricklen,4,7,4,4,0,3,4,6,4,2,4,2,1,0,0,12,0.5714285714285714,0.0
4,Alicia Manning,1,3,1,3,0,0,0,0,1,2,1,0,0,0,5,2,0.0,0.0
10,School Totals,31,67,26,48,5,19,8,13,21,25,18,6,5,13,14,75,0.11940298507462686,1.3846153846153846
