,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Michigan ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Kayla Goth,39,.386,.375,.125,.625,0.0,7.1,3.0,36.6,4.2,0.0,32.9,19.7,68,116,
1,Peyton Williams,38,.190,.167,.500,.667,8.1,3.6,6.2,11.2,8.5,2.1,20.5,13.0,54,107,
2,Christianna Carr,34,.501,.475,.450,.100,0.0,12.2,5.2,0.0,4.8,2.4,12.6,35.5,84,111,
3,Rachel Ranke,29,.550,.550,.700,.000,3.6,9.6,6.1,0.0,0.0,0.0,28.6,24.4,73,124,
4,Kali Jones,23,.500,.500,.000,.000,4.5,12.1,7.7,9.6,4.7,0.0,0.0,4.4,125,112,
6,Jasauen Beard,16,.279,.250,.125,.250,0.0,17.3,7.4,0.0,0.0,5.0,25.3,37.6,42,117,
7,Laura Macke,13,1.026,1.500,1.000,2.000,7.9,10.7,9.1,18.3,4.2,0.0,0.0,7.3,206,114,
8,Ashley Ray,5,.000,,,,0.0,0.0,0.0,0.0,0.0,16.1,0.0,8.9,0,122,
9,Savannah Simmons,3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,128,
10,Alisa Wiggins,1,,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,235,128,
11,School Totals,201,.428,.427,.400,.309,15.4,44.8,27.9,55.0,20.3,8.0,21.2,100.0,73.0,113.5,
