,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Indiana,75.7,0.492,13.8,11.8,0.095,89.5
1,Oregon,75.7,0.614,13.2,28.6,0.152,119.7
