,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Destiny Slocum,37,.702,.750,.429,.143,0.0,11.7,6.3,35.6,4.5,0.0,11.8,21.7,144,81,
1,Shatori Walker-Kimbrough,36,.531,.500,.188,.250,0.0,9.0,4.8,16.9,3.1,4.2,14.5,27.4,112,85,
2,Kristen Confroy,30,.917,.917,.833,.000,4.2,3.6,3.9,0.0,0.0,0.0,25.0,12.7,132,97,
3,Brionna Jones,29,.789,.769,.000,.154,17.2,26.1,22.0,13.7,3.8,7.8,0.0,22.7,176,70,
4,Kaila Charles,23,.600,.600,.000,.000,27.2,9.4,17.6,0.0,2.4,0.0,16.7,12.4,129,87,
6,Stephanie Jones,8,.513,1.000,.000,2.000,0.0,13.5,7.2,17.2,13.9,0.0,0.0,11.2,114,58,
7,Kiah Gillespie,8,.253,.000,.000,.667,46.9,13.5,29.0,0.0,0.0,0.0,34.0,34.9,67,90,
8,Brianna Fraser,8,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.8,0,99,
9,Ieshia Small,8,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,40.0,29.7,0,99,
10,Blair Watson,6,,,,,0.0,18.0,9.7,19.6,18.5,0.0,100.0,7.9,47,45,
11,Jenna Staiti,4,.000,.000,.000,.000,0.0,27.0,14.5,0.0,0.0,0.0,50.0,23.7,0,80,
12,Sarah Myers,3,,,,,0.0,36.0,19.3,0.0,18.5,0.0,,0.0,,33,
13,School Totals,200,.587,.585,.215,.185,40.6,59.5,50.7,47.1,18.1,9.4,16.5,100.0,115.3,77.8,
