,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,West Virginia,72.2,0.341,19.4,40.5,0.206,77.8
1,Maryland,72.2,0.585,16.5,40.6,0.108,115.3
