,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Xavier ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Jence Rhoads,40,.515,.500,.167,.167,3.3,0.0,1.4,46.7,4.9,2.1,9.4,28.7,123,110
1,Merideth Marsh,40,.443,.364,.727,.273,3.3,7.3,5.6,5.0,1.6,0.0,19.6,20.6,90,111
2,Hannah Tuomi,35,.503,.444,.000,.222,19.0,16.7,17.7,31.0,1.9,0.0,16.8,18.2,121,101
3,Gabby Smith,16,.667,.667,.667,.000,8.3,0.0,3.5,0.0,0.0,0.0,25.0,26.9,98,121
4,Tiffany Clarke,10,1.000,1.000,.000,.000,0.0,29.3,16.9,0.0,0.0,0.0,50.0,10.8,72,93
6,Lauren Lueders,24,.417,.417,.833,.000,0.0,24.4,14.1,8.5,0.0,0.0,33.3,20.2,64,99
7,Jessica Mooney,24,.513,.000,.000,2.000,16.7,4.1,9.4,0.0,2.7,3.5,34.7,6.5,107,110
8,Rebecca Silinski,11,.667,.667,.000,.000,24.2,8.9,15.4,23.1,0.0,0.0,25.0,19.6,116,114
9,School Totals,200,.519,.482,.364,.182,43.3,48.8,46.5,65.2,9.8,4.2,20.1,100.0,101.6,103.3
