,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Brittany Brown,34,.571,.571,.000,.000,0.0,21.7,11.6,23.3,4.4,0.0,41.7,14.5,88,83,
1,Leticia Romero,30,.502,.500,.455,.182,0.0,0.0,0.0,14.1,5.0,3.6,7.8,17.6,127,83,
2,Imani Wright,28,.642,.611,.444,.444,0.0,3.8,2.0,0.0,3.6,0.0,8.5,17.2,142,88,
3,Ivey Slaughter,26,.652,.600,.000,.800,14.0,20.2,17.3,5.1,1.9,8.3,37.2,16.9,97,82,
4,Shakayla Thomas,23,.525,.500,.000,.200,21.1,45.8,34.3,0.0,2.2,0.0,4.4,40.5,131,84,
6,Chatrice White,22,.798,.800,.000,.400,49.6,23.9,35.9,17.8,2.3,19.7,14.5,25.6,153,72,
7,Nicki Ekhomu,14,.169,.000,.000,1.000,0.0,0.0,0.0,8.2,0.0,0.0,0.0,8.4,78,98,
8,Maria Conde,8,.000,.000,.000,.000,15.2,26.3,21.1,14.3,0.0,0.0,33.3,15.4,39,92,
9,Ama Degbeon,7,.000,.000,.000,.000,17.3,0.0,8.0,0.0,0.0,0.0,50.0,23.4,12,98,
10,Nausia Woolfolk,4,.000,.000,.000,.000,0.0,26.3,14.1,0.0,0.0,0.0,0.0,10.2,0,90,
11,Kai James,2,.526,,,,0.0,100.0,56.3,0.0,0.0,0.0,0.0,18.0,123,79,
12,A'Tyanna Gaulden,2,,,,,0.0,52.6,28.2,0.0,0.0,0.0,100.0,41.0,0,81,
13,School Totals,200,.548,.522,.130,.319,54.5,89.5,73.2,40.0,13.8,18.9,19.3,100.0,108.8,82.5,
