,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Moriah Jefferson,8,11,5,7,3,4,0,0,0,4,5,1,0,2,0,19,0.0,2.5
1,Kaleena Mosqueda-Lewis,7,16,2,4,5,12,4,4,0,2,4,1,1,3,1,23,0.25,1.3333333333333333
2,Morgan Tuck,7,11,7,10,0,1,2,2,1,6,7,1,0,3,2,16,0.18181818181818182,2.3333333333333335
3,Kia Nurse,3,6,1,2,2,4,0,0,0,3,1,3,0,1,0,8,0.0,1.0
4,Breanna Stewart,2,5,1,4,1,1,3,6,0,2,4,1,2,2,2,8,0.6,2.0
11,School Totals,32,66,21,42,11,24,16,22,14,32,23,9,5,16,10,91,0.24242424242424243,1.4375
