,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Morgan Tuck,9,17,8,13,1,4,1,1,5,4,7,1,1,1,2,20,0.058823529411764705,7.0
1,Breanna Stewart,8,17,7,14,1,3,4,5,5,11,2,0,5,4,2,21,0.23529411764705882,0.5
2,Moriah Jefferson,7,10,1,2,6,8,0,0,1,3,7,3,0,0,0,20,0.0,0.0
3,Kia Nurse,2,5,2,4,0,1,3,5,0,3,0,0,0,1,2,7,0.6,0.0
4,Katie Lou Samuelson,1,5,0,1,1,4,0,0,0,1,1,0,0,2,0,3,0.0,0.5
12,School Totals,37,72,27,50,10,22,13,18,17,27,18,7,7,9,9,97,0.18055555555555555,2.0
