,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,West Virginia ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Sarah Miles,38,5,8,.625,5,8,.625,0,0,,1,2,.500,3,4,7,6,5,0,4,2,11
1,Liz Repella,33,6,17,.353,4,9,.444,2,8,.250,1,4,.250,3,8,11,1,2,0,6,2,15
2,Asya Bussie,32,3,5,.600,3,5,.600,0,0,,2,3,.667,2,4,6,1,1,1,4,1,8
3,Korinne Campbell,32,1,8,.125,1,3,.333,0,5,.000,2,3,.667,2,5,7,0,0,0,1,1,4
4,Madina Ali,28,4,11,.364,4,11,.364,0,0,,1,2,.500,5,6,11,1,2,0,4,4,9
6,Vanessa House,26,2,7,.286,0,0,,2,7,.286,3,5,.600,0,2,2,2,2,0,1,2,9
7,Natalie Burton,8,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,1,0,0,0,0
8,Akeema Richards,3,1,1,1.000,1,1,1.000,0,0,,0,0,,0,1,1,1,0,0,2,0,2
9,School Totals,200,22,58,.379,18,38,.474,4,20,.200,10,19,.526,15,30,45,12,13,1,22,12,58
