,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Sarah Miles,38,.615,.625,.000,.250,8.1,12.4,10.1,37.7,7.1,0.0,31.1,15.3,103,53
1,Liz Repella,33,.397,.412,.471,.235,9.3,28.5,18.3,8.2,3.3,0.0,24.2,34.0,70,58
2,Asya Bussie,32,.623,.600,.000,.600,6.4,14.7,10.3,6.8,1.7,4.0,38.8,14.6,82,62
3,Korinne Campbell,32,.212,.125,.625,.375,6.4,18.4,12.0,0.0,0.0,0.0,9.7,14.6,57,68
4,Madina Ali,28,.377,.364,.000,.182,18.3,25.2,21.5,8.8,3.9,0.0,25.2,25.7,72,57
6,Vanessa House,26,.480,.429,1.000,.714,0.0,9.0,4.2,16.3,4.2,0.0,9.8,17.8,109,60
7,Natalie Burton,8,.000,.000,.000,.000,0.0,0.0,0.0,0.0,6.8,0.0,0.0,5.7,0,57
8,Akeema Richards,3,1.000,1.000,.000,.000,0.0,39.2,18.3,100.0,0.0,0.0,66.7,45.3,72,63
9,School Totals,200,.433,.414,.345,.328,38.5,88.2,61.6,54.5,17.6,3.2,24.7,100.0,78.4,58.1
