,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Arizona ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Alyssa Ustby,39,.403,.385,.077,.308,10.9,24.2,18.6,25.7,6.0,6.4,16.9,24.3,84,54,
1,Deja Kelly,36,.508,.300,.200,1.000,0.0,5.8,3.4,12.5,1.6,0.0,6.5,22.8,112,78,
2,Carlie Littlefield,35,.440,.357,.286,.286,4.1,12.0,8.6,18.2,1.7,0.0,20.2,15.1,88,74,
3,Kennedy Todd-Williams,33,.686,.682,.182,.545,4.3,19.0,12.8,48.0,5.3,0.0,18.0,26.9,119,62,
4,Anya Poole,28,.800,.800,.000,.000,5.1,18.7,12.9,0.0,0.0,4.4,28.6,13.3,100,72,
6,Eva Hodgson,24,.339,.000,1.000,1.000,0.0,13.1,7.5,7.9,0.0,0.0,41.0,10.9,52,77,
7,Alexandra Zelaya,4,.000,.000,.000,.000,35.5,26.2,30.2,0.0,0.0,0.0,0.0,40.0,23,71,
8,School Totals,199,.505,.431,.176,.471,25.0,78.9,56.1,71.4,13.2,9.4,17.2,100.0,92.6,66.2,
