,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Breanna Stewart,7,13,5,7,2,6,9,10,3,5,3,2,4,2,2,25,0.6923076923076923,1.5
1,Morgan Tuck,10,16,8,12,2,4,2,2,3,6,0,0,1,2,2,24,0.125,0.0
2,Moriah Jefferson,5,8,3,4,2,4,2,2,1,1,5,2,0,1,1,14,0.25,5.0
3,Kaleena Mosqueda-Lewis,1,8,0,3,1,5,1,2,0,2,7,1,0,1,3,4,0.125,7.0
4,Kia Nurse,2,5,1,2,1,3,0,0,0,2,0,0,0,2,2,5,0.0,0.0
9,School Totals,29,54,21,32,8,22,15,18,8,22,17,5,7,9,13,81,0.2777777777777778,1.8888888888888888
