,Maryland ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Laurin Mincy,6,9,4,6,2,3,5,6,1,2,2,0,0,3,0,19,0.5555555555555556,0.6666666666666666
1,Brionna Jones,7,10,7,10,0,0,8,9,6,6,1,2,1,1,3,22,0.8,1.0
2,Shatori Walker-Kimbrough,4,8,2,5,2,3,0,0,0,5,0,1,1,5,1,10,0.0,0.0
3,Lexie Brown,2,7,1,2,1,5,0,0,1,4,5,2,0,6,2,5,0.0,0.8333333333333334
4,Malina Howard,1,3,1,3,0,0,0,0,1,4,1,0,0,0,0,2,0.0,0.0
11,School Totals,26,53,21,36,5,17,18,21,12,28,16,7,3,20,7,75,0.33962264150943394,0.8
