,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Kayla Tetschlag,38,.653,.625,.000,.313,13.6,29.5,20.7,16.9,0.0,0.0,21.6,32.0,106,87,
1,Julie Wojta,38,.390,.382,.118,.118,6.8,12.6,9.4,25.2,1.6,3.1,14.4,28.8,82,84,
2,Sarah Eichler,37,.503,.438,.375,.250,3.5,8.6,5.8,16.4,1.6,3.2,10.1,14.0,110,85,
3,Celeste Hoewisch,32,.377,.357,.571,.286,0.0,15.0,6.7,12.2,1.9,0.0,43.2,22.7,48,85,
4,Hannah Quilling,16,.000,.000,.000,.000,8.1,0.0,4.5,32.6,7.5,0.0,33.3,9.8,60,75,
6,Adrian Ritchie,29,1.212,1.500,1.000,.500,4.4,22.1,12.3,27.3,2.1,0.0,29.1,6.2,148,84,
7,Lydia Bauer,10,.000,.000,.500,.000,0.0,32.0,14.3,0.0,0.0,0.0,0.0,10.5,0,87,
8,School Totals,200,.494,.472,.222,.222,29.0,84.0,53.6,78.3,9.0,5.9,22.2,100.0,88.1,82.1,
