,Baylor ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Odyssey Sims,11,20,7,12,4,8,5,5,0,5,3,3,0,4,3,31,0.25,0.75
1,Nina Davis,11,13,11,13,0,0,10,16,2,8,1,1,0,1,1,32,0.7692307692307693,1.0
2,Niya Johnson,2,7,1,6,1,1,1,2,0,0,9,1,0,0,2,6,0.14285714285714285,0.0
3,Makenzie Robertson,2,8,1,1,1,7,0,1,1,4,4,0,0,0,4,5,0.0,0.0
4,Sune Agbuke,1,1,1,1,0,0,1,2,6,0,2,0,1,1,4,3,1.0,2.0
9,School Totals,30,60,24,42,6,18,21,31,11,26,24,5,4,9,19,87,0.35,2.6666666666666665
