,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Oklahoma State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Tiffany Bias,39,7,16,.438,6,11,.545,1,5,.200,2,2,1.000,2,2,4,11,2,0,4,4,17
1,Brittney Martin,33,3,15,.200,3,15,.200,0,0,,0,0,,2,6,8,3,1,0,2,4,6
2,LaShawn Jones,26,8,15,.533,8,15,.533,0,0,,0,1,.000,3,3,6,0,0,3,1,2,16
3,Roshunda Johnson,24,2,4,.500,1,2,.500,1,2,.500,0,0,,1,2,3,0,1,0,0,4,5
4,Liz Donohoe,21,2,6,.333,2,5,.400,0,1,.000,1,1,1.000,0,2,2,0,0,3,1,1,5
6,Brittany Atkins,27,4,10,.400,2,6,.333,2,4,.500,3,3,1.000,1,4,5,0,1,0,0,1,13
7,Kendra Suttles,16,2,3,.667,2,2,1.000,0,1,.000,4,5,.800,2,0,2,0,2,0,3,2,8
8,Katelyn Loecker,12,1,2,.500,1,1,1.000,0,1,.000,0,0,,2,3,5,1,0,0,2,4,2
9,Kamri Anderson,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
10,Lakota Beatty,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
11,School Totals,200,29,71,.408,25,57,.439,4,14,.286,10,12,.833,13,22,35,15,7,6,13,22,72
