,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Moriah Jefferson,38,.833,.833,.167,.000,4.6,7.3,6.1,25.6,1.6,3.0,45.5,16.0,111,87,
1,Breanna Stewart,35,.800,.800,.200,.000,5.0,27.6,17.6,8.8,3.4,3.3,0.0,15.8,170,73,
2,Morgan Tuck,34,.779,.769,.615,.077,0.0,12.2,6.8,14.4,0.0,0.0,13.0,25.2,140,90,
3,Kia Nurse,31,.647,.667,.333,.333,5.6,4.4,5.0,21.4,0.0,0.0,12.7,14.1,142,93,
4,Katie Lou Samuelson,17,.500,.500,.286,.000,10.2,16.2,13.6,17.5,3.5,0.0,0.0,22.8,128,79,
6,Gabby Williams,15,.500,.500,.000,.000,23.2,27.6,25.6,0.0,8.0,0.0,0.0,29.5,119,63,
7,Napheesa Collier,14,.500,.500,.333,.000,12.4,9.9,11.0,0.0,8.6,16.3,14.3,27.7,95,61,
8,Natalie Butler,8,.303,.250,.000,.500,0.0,34.5,19.2,0.0,0.0,14.3,0.0,33.8,73,72,
9,Saniya Chong,4,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,95,
10,Courtney Ekmark,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27.7,0,95,
11,Tierney Lawlor,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,95,
12,Briana Pulido,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,95,
13,School Totals,200,.641,.642,.283,.083,30.4,72.4,53.8,55.9,12.1,14.3,13.8,100.0,121.2,77.3,
