,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Kiara Leslie,40,.623,.571,.214,.429,3.2,27.8,16.4,0.0,4.1,1.9,19.4,25.2,108,76,
1,Aislinn Konig,40,.502,.455,.636,.182,0.0,2.8,1.5,19.0,0.0,0.0,14.4,17.0,109,95,
2,Akela Maize,27,.507,.375,.000,.750,19.1,12.3,15.5,21.6,0.0,2.7,8.6,21.1,128,89,
3,Chelsea Nelson,27,.477,.500,.000,.100,4.8,24.7,15.5,0.0,4.1,0.0,16.1,22.5,87,78,
4,Kaila Ealey,23,.436,.389,.111,1.111,11.2,9.7,10.4,26.4,4.8,0.0,13.0,32.7,100,82,
6,DD Rogers,19,.000,,,,20.4,11.7,15.7,16.8,0.0,0.0,0.0,2.3,132,91,
7,Kai Crutchfield,12,1.000,1.000,.750,.000,0.0,9.3,5.0,0.0,0.0,0.0,0.0,16.3,197,93,
8,Armani Hawkins,5,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,19.5,0,97,
9,Erika Cassell,5,,,,,0.0,22.2,11.9,0.0,0.0,0.0,,0.0,,88,
10,Nae Nae Cole,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,24.4,0,97,
11,School Totals,200,.538,.509,.250,.482,35.5,72.2,55.2,48.0,9.7,3.7,16.9,100.0,102.8,83.3,
