,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Pittsburgh,72.2,0.466,14.1,26.5,0.224,93.1
1,Tennessee,72.2,0.44,14.2,47.1,0.269,106.9
