,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Pittsburgh ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Brianna Kiesel,40,11,24,.458,10,21,.476,1,3,.333,9,13,.692,1,4,5,2,3,0,6,3,32
1,Aysia Bugg,36,2,4,.500,2,4,.500,0,0,,1,2,.500,0,2,2,4,1,0,0,5,5
2,Yacine Diop,34,7,12,.583,6,10,.600,1,2,.500,3,4,.750,3,6,9,0,2,0,1,2,18
3,Monica Wignot,32,2,8,.250,1,3,.333,1,5,.200,0,0,,3,3,6,0,1,5,3,4,5
4,Stasha Carey,28,0,4,.000,0,4,.000,0,0,,0,0,,2,1,3,0,1,1,1,3,0
6,Frederique Potvin,16,1,3,.333,0,0,,1,3,.333,0,0,,0,1,1,2,0,0,0,1,3
7,Cora McManus,14,2,3,.667,2,3,.667,0,0,,0,0,,0,1,1,0,0,0,0,1,4
8,Jordan Serio,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
9,School Totals,200,25,58,.431,21,45,.467,4,13,.308,13,19,.684,9,18,27,8,8,6,11,19,67
