,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Ariel Massengale,36,.506,.417,.500,.667,0.0,9.8,4.9,19.7,1.5,0.0,16.2,22.7,110,101,
1,Bashaara Graves,35,.529,.471,.000,.353,33.6,13.4,23.5,19.2,1.6,0.0,13.3,28.6,122,99,
2,Andraya Carter,34,.457,.450,.300,.200,6.9,0.0,3.5,0.0,3.3,0.0,0.0,14.1,120,100,
3,Cierra Burdick,33,.504,.417,.083,.333,0.0,35.7,17.8,17.4,0.0,0.0,12.7,21.1,113,95,
4,Jordan Reynolds,26,.413,.389,.222,.444,9.0,18.1,13.6,27.5,2.1,3.4,15.7,21.7,100,93,
6,Jaime Nared,14,.750,.750,.500,.000,16.8,8.4,12.6,23.7,0.0,0.0,60.0,15.8,77,104,
7,Nia Moore,12,.333,.333,.000,.000,0.0,29.4,14.7,0.0,0.0,14.8,0.0,11.0,90,86,
8,Alexa Middleton,10,.500,.500,.000,.000,0.0,0.0,0.0,17.4,0.0,0.0,0.0,8.8,136,108,
9,School Totals,200,.491,.440,.194,.358,47.1,73.5,60.3,63.0,6.9,6.7,14.2,100.0,106.9,93.1,
