,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Missouri State,80.3,0.38,13.0,21.7,0.155,81.3
1,Texas A&M,80.3,0.484,25.0,51.4,0.206,92.5
