,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Georgia,72.1,0.339,19.2,22.5,0.032,61.1
1,Iowa State,71.7,0.442,14.7,21.9,0.233,93.1
