,Notre Dame ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Lindsay Allen,6,16,6,16,0,0,0,0,1,3,8,1,0,0,1,12,0.0,0.0
1,Marina Mabrey,7,15,4,10,3,5,4,4,1,2,1,2,1,1,3,21,0.26666666666666666,1.0
2,Arike Ogunbowale,4,15,2,10,2,5,8,8,5,4,3,1,1,0,2,18,0.5333333333333333,0.0
3,Kathryn Westbeld,2,4,2,4,0,0,0,0,1,5,2,1,0,1,5,4,0.0,2.0
4,Brianna Turner,5,7,5,7,0,0,0,2,1,0,2,1,0,2,0,10,0.0,1.0
9,School Totals,34,72,28,60,6,12,14,17,12,26,21,9,3,9,18,88,0.19444444444444445,2.3333333333333335
