,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Diamond DeShields,35,.590,.559,.059,.412,0.0,33.4,18.0,18.0,4.4,0.0,23.0,33.5,95,58,
1,Latifah Coleman,30,.480,.389,.333,.333,3.8,9.8,7.0,7.0,0.0,3.5,16.2,18.4,91,78,
2,Stephanie Mavunga,29,.432,.333,.000,.333,3.9,6.7,5.4,0.0,1.8,7.3,0.0,10.7,102,74,
3,Allisha Gray,27,.418,.364,.091,.182,0.0,25.3,13.6,34.7,3.8,3.9,25.2,26.4,74,62,
4,Xylina McDaniel,27,.500,.500,.000,.000,8.5,10.8,9.7,7.4,7.5,3.9,33.3,10.0,80,60,
6,Brittany Rountree,19,.286,.286,.429,.000,0.0,10.3,5.5,0.0,0.0,0.0,22.2,21.3,47,80,
7,Danielle Butts,17,.143,.143,.143,.000,6.7,5.7,6.2,0.0,6.0,0.0,12.5,21.1,34,69,
8,Jessica Washington,9,.339,.000,.500,1.000,38.1,0.0,17.5,19.3,5.7,0.0,25.8,19.4,88,71,
9,Erika Johnson,4,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,86,
10,Hillary Summers,3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,15.0,0,84,
11,School Totals,200,.439,.381,.159,.254,22.9,73.2,50.0,39.1,16.5,13.2,21.2,100.0,78.5,67.1,
