,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Oklahoma ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Aaryn Ellenberg,40,8,20,.400,2,7,.286,6,13,.462,5,6,.833,0,1,1,1,0,0,3,3,27
1,Morgan Hook,38,1,6,.167,1,3,.333,0,3,.000,1,2,.500,1,3,4,5,0,1,2,3,3
2,Joanna McFarland,37,4,9,.444,1,5,.200,3,4,.750,9,10,.900,7,9,16,1,0,1,1,3,20
3,Nicole Griffin,28,3,7,.429,3,7,.429,0,0,,4,8,.500,2,2,4,1,0,2,1,4,10
4,Sharane Campbell-Olds,26,6,8,.750,5,6,.833,1,2,.500,6,7,.857,0,2,2,1,2,0,0,4,19
6,Jasmine Hartman,16,0,0,,0,0,,0,0,,1,4,.250,0,3,3,1,0,1,0,2,1
7,Nicole Kornet,15,2,9,.222,1,4,.250,1,5,.200,0,0,,1,3,4,0,1,0,0,2,5
8,School Totals,200,24,59,.407,13,32,.406,11,27,.407,26,37,.703,11,23,34,10,3,5,7,21,85
