,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,UCLA ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Atonye Nyingifa,39,8,14,.571,8,13,.615,0,1,.000,2,4,.500,5,3,8,1,0,0,2,2,18
1,Markel Walker,34,4,12,.333,4,11,.364,0,1,.000,6,8,.750,3,4,7,7,0,0,8,5,14
2,Alyssia Brewer,32,4,11,.364,4,11,.364,0,0,,2,2,1.000,2,5,7,5,0,1,1,3,10
3,Jasmine Dixon,25,5,11,.455,5,11,.455,0,0,,3,4,.750,2,6,8,0,0,2,1,3,13
4,Mariah Williams,16,1,2,.500,1,2,.500,0,0,,0,0,,1,2,3,2,0,0,0,4,2
6,Thea Lemberger,29,3,10,.300,1,2,.500,2,8,.250,2,2,1.000,1,1,2,2,0,0,0,2,10
7,Nirra Fields,10,1,4,.250,1,4,.250,0,0,,1,2,.500,2,3,5,1,0,0,0,3,3
8,Kari Korver,10,0,3,.000,0,1,.000,0,2,.000,2,2,1.000,2,0,2,0,1,0,0,1,2
9,Kacy Swain,5,0,1,.000,0,1,.000,0,0,,0,1,.000,1,2,3,0,1,0,2,1,0
10,School Totals,200,26,68,.382,24,56,.429,2,12,.167,18,25,.720,19,26,45,18,2,3,14,24,72
