,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,UCLA ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Aaryn Ellenberg,40,.591,.550,.650,.300,0.0,2.4,1.3,6.3,0.0,0.0,11.7,31.2,113,110,
1,Morgan Hook,38,.216,.167,.500,.333,2.8,7.5,5.3,22.9,0.0,1.9,22.5,11.4,75,105,
2,Joanna McFarland,37,.727,.611,.444,1.111,20.5,23.2,21.9,5.5,0.0,1.9,6.9,18.9,164,95,
3,Nicole Griffin,28,.463,.429,.000,1.143,7.7,6.8,7.2,7.2,0.0,5.1,8.7,20.0,105,104,
4,Sharane Campbell-Olds,26,.839,.813,.250,.875,0.0,7.3,3.9,10.4,4.2,0.0,0.0,20.7,182,97,
6,Jasmine Hartman,16,.263,,,,0.0,17.9,9.5,10.4,0.0,4.5,0.0,5.3,83,97,
7,Nicole Kornet,15,.278,.278,.556,.000,7.2,19.0,13.5,0.0,3.6,0.0,0.0,29.2,73,90,
8,School Totals,200,.555,.500,.458,.627,29.7,54.8,43.0,41.7,4.1,8.9,8.4,100.0,114.9,97.3,
