,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Princeton,71.1,0.467,15.3,21.9,0.131,91.5
1,West Virginia,71.1,0.443,11.0,32.4,0.328,104.2
