,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Doreena Campbell,33,.530,.375,.125,.625,4.8,0.0,2.1,14.9,3.6,0.0,22.7,20.4,106,90
1,Jasmine Dixon,31,.711,.727,.000,.182,15.5,31.3,24.5,0.0,0.0,3.9,20.2,24.4,115,80
2,Markel Walker,30,.571,.571,.000,.000,5.3,28.3,18.4,41.2,0.0,0.0,22.2,15.3,122,84
3,Erica Tukiainen,24,.803,.786,.571,.143,6.7,5.1,5.7,7.8,0.0,5.1,0.0,15.8,180,93
4,Rebekah Gardner,21,.571,.444,.222,.556,7.6,0.0,3.3,9.3,8.5,0.0,8.2,29.6,129,78
6,Darxia Morris,16,.333,.333,.000,.000,20.0,7.6,12.9,32.6,3.7,0.0,25.0,25.4,85,85
7,Christina Nzekwe,16,.339,.000,.000,1.000,10.0,22.7,17.2,0.0,3.7,7.6,41.0,15.5,58,74
8,Nina Earl,11,.000,.000,.000,.000,0.0,22.0,12.5,13.0,0.0,11.0,50.0,18.5,17,82
9,Mariah Williams,8,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.4,0,98
10,Moniquee Alexander,7,1.000,1.000,.000,.000,0.0,34.6,19.7,0.0,0.0,0.0,33.3,21.8,101,81
11,Allison Taka,2,1.500,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,300,99
12,Jackie Shepard,1,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,99
13,School Totals,200,.596,.545,.145,.273,40.0,72.7,58.6,57.1,10.4,12.1,21.5,100.0,110.4,80.6
