,Arizona State ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Promise Amukamara,4,5,4,4,0,1,2,4,0,2,2,0,0,0,3,10,0.4,0.0
1,Kelsey Moos,1,2,1,2,0,0,0,0,1,7,2,0,0,1,2,2,0.0,2.0
2,Elisha Davis,4,7,4,6,0,1,3,4,0,0,5,0,0,3,1,11,0.42857142857142855,1.6666666666666667
3,Deja Mann,3,6,1,1,2,5,0,0,2,1,0,0,0,0,4,8,0.0,0.0
4,Joy Burke,0,2,0,2,0,0,0,0,0,1,1,0,0,2,4,0,0.0,0.5
11,School Totals,29,47,23,33,6,14,5,9,9,22,20,2,1,18,24,69,0.10638297872340426,1.1111111111111112
