,Unnamed: 0_level_0,Unnamed: 1_level_0,Four Factors,Four Factors,Four Factors,Four Factors,Unnamed: 6_level_0
,Unnamed: 0_level_1,Pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
0,Tennessee,76.5,0.39,18.1,40.6,0.162,83.1
1,Louisville,76.1,0.47,8.3,32.4,0.194,98.7
