,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Alanna Smith,4,11,4,9,0,2,0,0,3,2,1,0,1,3,1,8,0.0,0.3333333333333333
1,Brittany McPhee,4,7,3,5,1,2,6,6,2,4,0,1,1,3,2,15,0.8571428571428571,0.0
2,Kiana Williams,3,11,2,6,1,5,0,0,0,1,0,2,0,3,2,7,0.0,0.0
3,Kaylee Johnson,1,1,1,1,0,0,0,0,2,2,1,1,1,0,1,2,0.0,0.0
4,Marta Sniezek,1,2,1,2,0,0,2,4,0,0,5,0,0,3,3,4,1.0,1.6666666666666667
13,School Totals,23,53,18,37,5,16,8,11,8,18,11,7,5,19,15,59,0.1509433962264151,0.5789473684210527
