,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Tennessee State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Brianna Lawrence,31,5,10,.500,1,3,.333,4,7,.571,2,2,1.000,0,4,4,1,1,0,3,3,16
1,Briana Morrow,30,5,9,.556,5,9,.556,0,0,,1,2,.500,1,0,1,0,1,1,2,3,11
2,Rachel Allen,27,2,7,.286,1,5,.200,1,2,.500,0,0,,1,1,2,4,1,0,5,5,5
3,Chelsea Hudson,22,2,14,.143,2,10,.200,0,4,.000,4,5,.800,3,3,6,2,3,0,5,3,8
4,I'mani Davis,22,0,8,.000,0,6,.000,0,2,.000,1,2,.500,2,3,5,0,0,0,1,3,1
6,Jayda Johnson,21,3,9,.333,1,5,.200,2,4,.500,0,0,,0,3,3,0,2,0,4,2,8
7,Diamond Beatty,15,0,4,.000,0,2,.000,0,2,.000,0,0,,2,0,2,3,0,0,3,2,0
8,Michelle Cox,13,0,3,.000,0,1,.000,0,2,.000,0,0,,1,0,1,2,1,0,2,1,0
9,Tia Wooten,9,0,1,.000,0,1,.000,0,0,,1,2,.500,0,2,2,0,0,0,0,2,1
10,Jemilah Leonard,4,0,1,.000,0,0,,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0
11,LaTeasha Hill,3,1,2,.500,1,2,.500,0,0,,0,0,,0,1,1,0,0,0,1,2,2
12,Samantha Palma,3,0,1,.000,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,1,0
13,School Totals,200,18,69,.261,11,45,.244,7,24,.292,9,13,.692,10,17,27,12,9,1,26,27,52
