,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Alicia Manning,34,.516,.500,.000,.063,5.9,26.1,15.5,26.1,3.1,2.3,10.8,24.0,120,83
1,Angie Bjorklund,27,.786,.786,.571,.000,0.0,8.2,3.9,12.7,1.9,0.0,0.0,11.5,176,92
2,Shekinna Stricklen,24,.468,.429,.143,.143,8.3,18.5,13.2,18.5,6.6,3.2,11.8,15.6,119,77
3,Alyssia Brewer,21,.519,.538,.000,.077,19.0,21.2,20.1,6.9,0.0,3.7,6.9,30.5,116,89
4,Kelley Cain,21,.525,.600,.000,.300,19.0,26.5,22.6,0.0,0.0,22.0,0.0,23.9,123,73
6,Glory Johnson,21,.506,.500,.000,.667,0.0,5.3,2.5,5.4,2.5,3.7,20.5,20.6,89,88
7,Briana Bass,18,.000,.000,1.000,.000,0.0,0.0,0.0,5.4,2.9,0.0,50.0,4.9,30,92
8,Taber Spani,16,.950,1.063,.375,.250,12.5,6.9,9.9,21.3,3.3,0.0,10.1,27.4,164,90
9,Kamiko Williams,12,.429,.429,.143,.000,0.0,18.5,8.8,10.8,4.4,0.0,12.5,29.5,88,83
10,Sydney Smallbone,6,.000,.000,1.000,.000,16.7,18.5,17.5,0.0,0.0,0.0,0.0,7.4,70,93
11,School Totals,200,.563,.579,.145,.158,37.5,77.8,56.6,48.8,13.2,19.2,9.9,100.0,121.1,84.2
