,Notre Dame ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Skylar Diggins,13,21,12,18,1,3,4,6,1,1,6,7,0,1,1,31,0.19047619047619047,6.0
1,Lindsay Schrader,6,10,6,10,0,0,2,4,5,6,1,1,0,4,0,14,0.2,0.25
2,Ashley Barlow,2,5,1,2,1,3,2,2,1,0,2,1,0,1,3,7,0.4,2.0
3,Melissa Lechlitner,2,6,1,4,1,2,7,8,1,0,3,1,0,1,1,12,1.1666666666666667,3.0
4,Erica Williamson,2,2,2,2,0,0,1,1,1,1,0,1,0,1,1,5,0.5,0.0
11,School Totals,31,59,28,49,3,10,19,29,15,16,20,19,1,14,13,84,0.3220338983050847,1.4285714285714286
