,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Arella Guirantes,40,.633,.611,.111,.667,8.4,11.8,10.4,25.2,4.3,0.0,23.1,40.0,109,102,
1,Diamond Johnson,40,.818,.786,.143,.286,0.0,11.8,6.9,11.8,4.3,0.0,20.2,13.0,138,102,
2,Mael Gilles,35,.333,.333,.667,.000,0.0,10.1,5.9,11.0,5.0,3.7,0.0,4.5,108,100,
3,Tekia Mack,27,.746,.700,.600,1.000,12.4,8.8,10.3,8.5,2.1,0.0,45.5,25.8,89,109,
4,Tyia Singleton,19,.288,.167,.000,.333,17.6,31.1,25.5,0.0,6.1,6.8,30.4,27.5,56,84,
6,Zipporah Broughton,18,.127,.000,.667,.667,9.3,19.7,15.4,10.2,3.2,0.0,20.5,14.3,48,100,
7,Liz Martino,14,.500,.500,.667,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,118,120,
8,Sakima Walker,8,.500,.500,.000,.000,20.9,0.0,8.7,0.0,0.0,0.0,0.0,13.2,126,120,
9,Stephanie Guihon,0,,,,,,,,,,,,,,,
10,School Totals,201,.570,.521,.255,.489,33.3,61.8,50.0,40.9,18.8,6.5,24.7,100.0,95.7,100.0,
