,Tennessee ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Rae Burrell,9,19,7,11,2,8,2,2,2,4,1,2,0,3,1,22,0.10526315789473684,0.3333333333333333
1,Alexus Dye,3,13,3,13,0,0,3,3,1,7,0,0,0,3,4,9,0.23076923076923078,0.0
2,Jordan Walker,5,13,5,10,0,3,0,0,1,0,4,2,0,4,4,10,0.0,1.0
3,Tess Darby,3,8,0,1,3,7,0,0,0,4,1,1,0,1,2,9,0.0,1.0
4,Tamari Key,1,6,1,6,0,0,1,4,5,6,1,0,1,3,3,3,0.16666666666666666,0.3333333333333333
9,School Totals,24,68,19,47,5,21,11,19,13,25,9,5,2,17,18,64,0.16176470588235295,0.5294117647058824
