,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Brittney Thomas,35,.553,.500,.222,.222,0.0,3.1,1.5,14.6,5.0,0.0,9.2,14.8,121,91
1,Lykendra Johnson,35,.700,.700,.200,.600,2.9,12.4,7.5,4.7,0.0,0.0,32.2,12.7,98,99
2,Jasmine Thomas,28,.408,.385,.231,.077,14.7,7.7,11.3,13.7,4.2,0.0,18.2,27.9,87,92
3,Aisha Jefferson,27,.656,.667,.250,.167,3.8,32.0,17.5,25.2,2.2,0.0,0.0,22.7,149,84
4,Allyssa DeHaan,20,.402,.333,.111,.222,25.6,32.4,28.9,18.2,0.0,6.9,0.0,23.5,121,86
6,Lauren Aitch,19,.633,.500,.167,.667,16.2,11.4,13.9,9.7,6.1,7.3,11.4,21.9,136,81
7,Cetera Washington,17,.667,.667,.000,.000,6.0,6.4,6.2,20.2,0.0,0.0,25.0,11.2,116,101
8,Kalisha Keane,14,.100,.100,.500,.000,0.0,15.4,7.5,22.7,0.0,0.0,0.0,33.9,41,99
9,Porsche Poole,5,.000,.000,.000,.000,0.0,21.6,10.5,0.0,0.0,0.0,50.0,19.0,0,91
10,School Totals,200,.482,.441,.235,.206,38.5,73.0,55.3,57.1,11.6,6.9,11.8,100.0,104.3,89.9
