,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Duke ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Tricia Liston,36,6,9,.667,5,7,.714,1,2,.500,6,7,.857,2,4,6,1,2,0,3,3,19
1,Elizabeth Williams,35,3,9,.333,3,9,.333,0,0,,2,4,.500,3,3,6,1,1,3,4,4,8
2,Haley Peters,29,6,11,.545,4,9,.444,2,2,1.000,1,2,.500,3,7,10,1,2,0,3,4,15
3,Richa Jackson,29,4,8,.500,4,8,.500,0,0,,4,5,.800,3,2,5,0,0,1,2,5,12
4,Alexis Jones,26,3,11,.273,3,10,.300,0,1,.000,3,3,1.000,1,4,5,3,2,1,7,5,9
6,Chloe Wells,24,3,10,.300,2,5,.400,1,5,.200,0,0,,0,1,1,4,4,0,1,3,7
7,Allison Vernerey,19,3,4,.750,3,4,.750,0,0,,0,2,.000,2,2,4,1,0,1,0,0,6
8,Ka'lia Johnson,2,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0
9,School Totals,200,28,63,.444,24,53,.453,4,10,.400,16,23,.696,15,23,38,11,11,6,20,24,76
