,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Lin Zastrow,37,.649,.625,.000,.125,8.8,12.7,10.7,19.5,3.1,5.3,19.2,14.5,117,89
1,Rae Lin D'Alie,29,.297,.214,.571,.429,0.0,16.2,7.8,6.7,5.9,0.0,19.4,18.3,58,87
2,Teah Gant,28,.377,.318,.273,.182,0.0,21.0,10.1,24.2,0.0,3.5,7.8,23.6,86,96
3,Alyssa Karel,27,.435,.429,.286,.143,12.0,8.7,10.4,20.3,2.1,3.6,11.8,32.1,89,93
4,Tara Steinbauer,25,.500,.500,.000,.000,0.0,18.8,9.0,8.5,0.0,0.0,0.0,8.2,112,99
6,Taylor Wurtz,23,.457,.500,.200,.200,9.4,20.5,14.7,18.8,0.0,0.0,0.0,12.1,115,99
7,Anya Covington,16,.571,.571,.000,.000,6.8,44.1,24.6,0.0,0.0,0.0,36.4,35.3,66,95
8,Jade Davis,12,.000,.000,.600,.000,9.0,9.8,9.4,15.2,4.8,0.0,16.7,25.7,17,90
9,Jamie Russell,3,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,17.1,0,101
10,School Totals,200,.421,.402,.246,.148,27.0,88.2,56.3,59.1,10.0,9.8,16.6,100.0,78.6,91.4
