,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Mississippi State ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Kelsey Plum,40,.512,.460,.320,.280,0.0,14.3,7.4,35.7,0.0,0.0,12.5,41.7,104,116,
1,Chantel Osahor,40,.475,.469,.313,.250,12.1,20.0,16.2,5.9,2.9,0.0,18.4,28.3,90,106,
2,Natalie Romeo,40,.667,.667,.833,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,140,126,
3,Aari McDonald,30,.500,.500,.375,.000,4.0,7.6,5.9,13.3,1.9,2.3,20.0,17.4,94,115,
4,Katie Collier,29,.500,.500,.000,.000,8.4,11.8,10.1,0.0,0.0,2.3,0.0,3.6,135,117,
6,Hannah Johnson,11,.000,.000,.000,.000,11.0,0.0,5.3,0.0,0.0,0.0,0.0,14.2,22,126,
7,Heather Corral,10,.000,.000,.500,.000,0.0,11.4,5.9,0.0,0.0,0.0,0.0,10.4,0,118,
8,Mai-Loni Henson,0,,,,,,,,,,,,,,,
9,Mackenzie Wieburg,0,,,,,,,,,,,,,,,
10,Amber Melgoza,0,,,,,,,,,,,,,,,
11,School Totals,200,.476,.452,.355,.177,24.2,51.4,38.2,33.3,4.3,3.4,12.9,100.0,91.4,107.1,
