,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Mississippi State ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Morgan William,31,1,6,.167,1,5,.200,0,1,.000,3,4,.750,1,7,8,6,1,0,1,0,5
1,Teaira McCowan,29,12,18,.667,12,18,.667,0,0,,2,2,1.000,8,4,12,2,0,6,2,2,26
2,Blair Schaefer,22,4,12,.333,2,7,.286,2,5,.400,0,0,,1,3,4,0,0,0,0,1,10
3,Ketara Chapel,20,3,5,.600,3,5,.600,0,0,,0,0,,2,1,3,1,0,0,0,2,6
4,Roshunda Johnson,7,2,3,.667,1,1,1.000,1,2,.500,0,0,,0,0,0,1,0,0,0,1,5
6,Dominique Dillingham,27,1,5,.200,1,5,.200,0,0,,0,0,,1,2,3,3,2,2,0,2,2
7,Victoria Vivians,23,6,16,.375,6,8,.750,0,8,.000,1,2,.500,2,2,4,3,1,0,1,2,13
8,Breanna Richardson,18,1,5,.200,1,5,.200,0,0,,0,0,,1,3,4,0,0,1,1,3,2
9,Chinwe Okorie,11,1,4,.250,1,4,.250,0,0,,2,2,1.000,0,2,2,0,0,0,1,3,4
10,Jazzmun Holmes,9,0,0,,0,0,,0,0,,0,0,,0,1,1,1,0,0,1,1,0
11,Ameshya Williams-Holliday,3,0,1,.000,0,1,.000,0,0,,2,2,1.000,1,0,1,0,0,0,0,0,2
12,School Totals,200,31,75,.413,28,59,.475,3,16,.188,10,12,.833,17,25,42,17,4,9,7,17,75
