,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Tiffany Hayes,3,7,0,3,3,4,2,2,1,3,2,0,0,3,0,11,0.2857142857142857,0.6666666666666666
1,Caroline Doty,4,5,4,4,0,1,1,1,1,4,5,0,0,1,0,9,0.2,5.0
2,Tina Charles,6,10,6,10,0,0,0,2,0,6,2,2,2,1,1,12,0.0,2.0
3,Kalana Greene,3,4,3,4,0,0,0,0,0,1,1,1,0,2,1,6,0.0,0.5
4,Maya Moore,6,6,3,3,3,3,4,4,2,3,3,2,0,2,1,19,0.6666666666666666,1.5
11,School Totals,34,55,22,38,12,17,10,13,9,34,22,8,11,15,8,90,0.18181818181818182,1.4666666666666666
