,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Louisville ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Ebony Rowe,40,.759,.833,.000,.667,17.9,12.8,15.4,7.7,1.5,3.9,11.4,10.9,146,105,
1,Icelyn Elie,36,.594,.600,.600,.200,2.8,17.1,10.0,8.2,1.6,0.0,21.6,19.2,99,107,
2,Kortni Jones,34,.380,.353,.471,.176,3.0,3.0,3.0,29.1,0.0,0.0,24.7,35.6,71,115,
3,Caroline Warden,20,.167,.167,.500,.000,0.0,20.5,10.3,37.5,2.9,0.0,50.0,29.9,32,103,
4,Janay Brinkley,7,.000,.000,.250,.250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0,115,
6,Laken Leonard,33,.667,.667,.833,.000,3.1,21.8,12.4,8.4,0.0,4.8,25.0,12.1,103,105,
7,Shanice Cason,24,.000,.000,.667,.000,12.8,12.8,12.8,18.5,0.0,3.3,62.5,16.6,23,108,
8,MacKenzie Sells,2,,,,,51.3,51.3,51.3,0.0,0.0,0.0,,0.0,233,93,
9,Lauren March,2,,,,,0.0,51.3,25.6,0.0,29.2,0.0,100.0,24.9,0,36,
10,KeKe Stewart,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,111,
11,School Totals,200,.432,.423,.481,.192,35.9,71.8,53.8,61.1,5.8,9.8,29.7,100.0,71.0,107.2,
