,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Middle Tennessee ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Ebony Rowe,40,5,6,.833,5,6,.833,0,0,,2,4,.500,7,5,12,1,1,2,1,4,12
1,Icelyn Elie,36,4,10,.400,0,4,.000,4,6,.667,1,2,.500,1,6,7,1,1,0,3,3,13
2,Kortni Jones,34,5,17,.294,3,9,.333,2,8,.250,2,3,.667,1,1,2,3,0,0,6,1,14
3,Caroline Warden,20,1,6,.167,1,3,.333,0,3,.000,0,0,,0,4,4,3,1,0,6,1,2
4,Janay Brinkley,7,0,4,.000,0,3,.000,0,1,.000,0,1,.000,0,0,0,0,0,0,0,1,0
6,Laken Leonard,33,3,6,.500,1,1,1.000,2,5,.400,0,0,,1,7,8,1,0,2,2,2,8
7,Shanice Cason,24,0,3,.000,0,1,.000,0,2,.000,0,0,,3,3,6,2,0,1,5,3,0
8,MacKenzie Sells,2,0,0,,0,0,,0,0,,0,0,,1,1,2,0,0,0,0,1,0
9,Lauren March,2,0,0,,0,0,,0,0,,0,0,,0,1,1,0,1,0,1,1,0
10,KeKe Stewart,2,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
11,School Totals,200,18,52,.346,10,27,.370,8,25,.320,5,10,.500,14,28,42,11,4,5,24,18,49
