,Unnamed: 0_level_0,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats,Basic Box Score Stats
,Texas ,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Brooke McCarty,39,6,11,.545,4,8,.500,2,3,.667,1,2,.500,0,5,5,4,0,0,2,3,15
1,Empress Davenport,33,3,9,.333,3,8,.375,0,1,.000,2,4,.500,0,3,3,0,0,0,5,4,8
2,Ariel Atkins,26,4,9,.444,3,7,.429,1,2,.500,7,7,1.000,3,5,8,0,2,0,1,4,16
3,Celina Rodrigo,25,0,4,.000,0,2,.000,0,2,.000,0,0,,2,5,7,5,0,0,2,2,0
4,Imani Boyette,24,7,12,.583,7,12,.583,0,0,,4,5,.800,3,7,10,1,0,2,1,4,18
6,Brianna Taylor,19,1,2,.500,1,2,.500,0,0,,1,2,.500,0,6,6,0,3,0,2,1,3
7,Lashann Higgs,15,3,8,.375,3,6,.500,0,2,.000,0,0,,0,1,1,0,3,0,3,1,6
8,Kelsey Lang,11,3,10,.300,3,10,.300,0,0,,0,0,,3,0,3,0,0,0,0,3,6
9,Jordan Hosey,4,0,1,.000,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,0,0,0
10,Sara Hattis,4,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
11,School Totals,200,27,66,.409,24,56,.429,3,10,.300,15,20,.750,12,32,44,10,8,2,16,23,72
