,Baylor ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,NaLyssa Smith,11,11,10,10,1,1,1,2,0,3,2,1,0,4,2,24,0.09090909090909091,0.5
1,DiDi Richards,1,9,1,9,0,0,2,2,2,6,9,2,2,4,1,4,0.2222222222222222,2.25
2,Moon Ursin,9,18,8,15,1,3,1,2,1,4,4,0,0,1,3,20,0.05555555555555555,4.0
3,Queen Egbo,2,8,2,8,0,0,3,4,2,6,1,1,0,1,3,7,0.375,1.0
4,Trinity Oliver,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0
8,School Totals,32,64,29,54,3,10,11,17,7,25,18,8,2,16,15,78,0.171875,1.125
