,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Jailin Cherry,40,.522,.522,.043,.000,2.7,5.0,3.9,11.1,1.1,3.8,4.2,24.3,105,100,
1,Khayla Pointer,38,.497,.450,.250,.650,2.8,21.1,12.3,39.0,4.8,0.0,10.4,30.6,104,86,
2,Faustine Aifuwa,37,.476,.467,.000,.400,14.6,24.3,19.7,0.0,1.2,14.3,5.4,20.4,104,85,
3,Ryann Payne,24,.236,.250,.250,.125,0.0,0.0,0.0,31.3,1.9,0.0,10.6,16.0,66,102,
4,Autumn Newby,24,.000,.000,.000,.000,4.5,20.8,13.0,5.6,3.8,0.0,40.0,8.4,21,88,
6,Alexis Morris,18,.483,.000,.250,2.250,0.0,5.6,2.9,14.8,0.0,0.0,20.1,22.4,95,105,
7,Awa Trasi,15,1.026,1.000,.000,2.000,7.2,20.0,13.9,0.0,3.0,0.0,34.7,7.8,139,90,
8,Hannah Gusters,4,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,108,
9,School Totals,200,.468,.419,.122,.419,24.3,70.0,48.1,60.0,11.4,17.0,11.0,100.0,94.3,87.5,
