,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Starters,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg
0,Samantha Prahalis,32,.618,.563,.250,.875,6.8,10.4,8.8,50.8,3.1,0.0,31.1,20.5,120,77
1,Brittany Johnson,31,.750,.750,.667,.000,0.0,8.1,4.6,9.2,1.6,0.0,14.3,18.4,135,82
2,Jantel Lavender,28,.578,.556,.000,.222,19.3,32.7,26.9,12.6,0.0,7.1,0.0,28.8,145,67
3,Tayler Hill,26,.424,.375,.375,.375,12.5,3.2,7.2,14.3,1.9,3.8,9.7,16.2,116,84
4,Sarah Schulze,22,.404,.375,1.000,.500,4.9,22.7,15.0,5.2,2.2,9.1,29.1,12.8,78,68
6,Alison Jackson,15,.429,.429,.000,.000,7.2,16.7,12.5,18.4,0.0,0.0,12.5,21.8,104,80
7,Shavelle Little,11,1.007,1.000,.000,.333,19.7,7.6,12.8,24.0,22.3,0.0,12.7,29.3,171,35
8,Amber Stokes,11,.667,.667,.000,.000,19.7,15.2,17.1,12.2,0.0,0.0,25.0,14.9,118,80
9,Andrea Walker,10,.200,.200,.000,.000,10.8,16.7,14.1,12.1,0.0,10.0,16.7,24.5,64,76
10,Cherise Daniel,7,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0,90
11,Aleksandra Dobranic,3,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,0,92
12,Maria Moeller,2,,,,,0.0,0.0,0.0,0.0,0.0,0.0,100.0,20.4,0,92
13,Emilee Harmon,2,.000,.000,.000,.000,54.1,41.7,47.1,0.0,0.0,0.0,0.0,20.4,64,63
14,School Totals,200,.557,.533,.227,.240,48.6,70.8,61.2,70.3,12.2,15.0,15.2,100.0,113.4,72.0
