,Connecticut ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Katie Lou Samuelson,5,12,1,3,4,9,1,2,1,1,2,0,0,1,3,15,0.08333333333333333,2.0
1,Kia Nurse,4,9,2,2,2,7,0,0,0,1,4,0,0,1,1,10,0.0,4.0
2,Napheesa Collier,6,13,6,12,0,1,4,8,3,8,2,0,2,1,2,16,0.3076923076923077,2.0
3,Gabby Williams,7,11,7,11,0,0,1,1,1,6,6,2,2,2,2,15,0.09090909090909091,3.0
4,Crystal Dangerfield,2,6,0,2,2,4,0,0,0,0,3,4,0,4,0,6,0.0,0.75
10,School Totals,28,62,20,41,8,21,8,16,11,25,18,8,7,11,11,72,0.12903225806451613,1.6363636363636365
