,Stanford ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Kiana Williams,7,12,4,6,3,6,2,2,0,1,5,1,0,0,1,19,0.16666666666666666,0.0
1,Lacie Hull,2,5,1,4,1,1,1,1,0,4,1,2,0,3,0,6,0.2,0.3333333333333333
2,DiJonai Carrington,5,8,5,7,0,1,2,3,3,4,3,3,2,4,3,12,0.25,0.75
3,Alanna Smith,9,14,6,9,3,5,0,0,1,6,1,1,0,0,3,21,0.0,0.0
4,Maya Dodson,3,5,3,5,0,0,0,1,1,1,1,0,1,1,3,6,0.0,1.0
12,School Totals,32,65,22,42,10,23,5,9,10,28,16,11,3,12,20,79,0.07692307692307693,1.3333333333333333
