,Baylor ,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,FT/FGA,AST/TOV
0,Brittney Griner,5,13,5,13,0,0,3,6,1,5,0,1,5,3,3,13,0.23076923076923078,0.0
1,Kelli Griffin,1,5,1,3,0,2,0,0,0,3,1,1,0,3,3,2,0.0,0.3333333333333333
2,Melissa Jones,3,6,3,4,0,2,2,3,1,4,4,1,0,5,5,8,0.3333333333333333,0.8
3,Morghan Medlock,5,10,5,10,0,0,4,4,1,5,0,0,0,2,2,14,0.4,0.0
4,Shanay Washington,1,2,1,2,0,0,0,1,0,3,3,0,0,2,0,2,0.0,1.5
12,School Totals,17,45,16,38,1,7,15,20,5,23,11,5,5,20,17,50,0.3333333333333333,0.55
