,Unnamed: 0_level_0,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats,Advanced Box Score Stats
,Oklahoma ,MP,TS%,eFG%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,BPM
0,Brandie Baker,40,.467,.400,.200,.600,5.5,4.0,5.0,22.7,1.3,0.0,0.0,12.7,130,114,
1,Crystal Bradford,35,.539,.532,.323,.161,18.7,22.9,20.0,22.9,10.3,6.7,5.7,40.5,124,84,
2,Niki DiGuilio,34,.358,.346,.923,.154,4.3,0.0,2.9,5.2,1.5,3.5,17.8,20.0,76,113,
3,Jessica Schroll,28,.182,.182,.091,.000,10.4,17.1,12.5,0.0,0.0,0.0,8.3,17.3,56,113,
4,Taylor Johnson,22,.201,.077,.385,.308,9.9,36.4,18.2,0.0,4.7,5.3,0.0,27.0,66,94,
6,Jas'Mine Bracey,27,.508,.500,.000,1.000,0.0,17.8,5.6,6.0,0.0,0.0,25.8,5.8,88,113,
7,Jalisa Olive,14,.250,.250,.750,.000,5.2,0.0,3.6,12.3,3.7,0.0,0.0,11.5,84,109,
8,School Totals,200,.392,.357,.393,.226,40.0,68.0,48.8,38.5,15.4,11.8,7.0,100.0,93.6,100.0,
